gene_id	symbol_key	chrom	tss	strand	TATA	Inr	DPE	gc	cpg_oe	CpG_island	focused_TATA	broad_CpG_TATAless	coreprom_TATA	coreprom_Inr	coreprom_CpG_island	coreprom_focused_TATA_noCpG	coreprom_broad_CpG_TATAless
GSR	GSR	chr8	30727845	-	False	True	False	0.7889447236180904	0.9149425287356322	True	False	True	False	True	True	False	True
NKIRAS1	NKIRAS1	chr3	23916989	-	False	False	False	0.6834170854271356	1.051287695355492	True	False	True	False	False	True	False	True
HNRNPUL1	HNRNPUL1	chr19	41264371	+	False	False	False	0.6683417085427136	0.6759510869565217	True	False	True	False	False	True	False	True
QRSL1	QRSL1	chr6	106629577	+	False	False	False	0.5577889447236181	0.7134941329856584	True	False	True	False	False	True	False	True
NAXD	NAXD	chr13	110615544	+	False	False	False	0.6482412060301508	1.0267813267813268	True	False	True	False	False	True	False	True
HSPA4	HSPA4	chr5	133052012	+	False	False	False	0.6432160804020101	1.0293103448275862	True	False	True	False	False	True	False	True
YY1	YY1	chr14	100239143	+	False	False	False	0.8442211055276382	1.006128389765589	True	False	True	False	False	True	False	True
PASK	PASK	chr2	241149471	-	False	False	False	0.6381909547738693	0.9509557344064387	True	False	True	False	False	True	False	True
CYB561D1	CYB561D1	chr1	109494093	+	False	False	False	0.7386934673366834	0.7738888888888888	True	False	True	False	False	True	False	True
IL27RA	IL27RA	chr19	14031761	+	False	False	False	0.7487437185929648	0.8276672694394214	True	False	True	False	False	True	False	True
PRPF38B	PRPF38B	chr1	108692309	+	False	False	False	0.6482412060301508	0.8143957631198845	True	False	True	False	False	True	False	True
ZNF512B	ZNF512B	chr20	63969929	-	False	False	False	0.8140703517587939	1.0317360565593088	True	False	True	False	False	True	False	True
PLEKHA2	PLEKHA2	chr8	38901345	+	False	False	False	0.7135678391959799	0.8986042692939245	True	False	True	False	False	True	False	True
TNPO3	TNPO3	chr7	129055110	-	False	False	False	0.5879396984924623	0.8130106851037083	True	False	True	False	False	True	False	True
WDR90	WDR90	chr16	649364	+	False	False	False	0.7537688442211056	1.0629950267084178	True	False	True	False	False	True	False	True
HSPA8	HSPA8	chr11	123062135	-	False	False	False	0.5678391959798995	0.5165476963011032	False	False	False	False	False	False	False	False
YME1L1	YME1L1	chr10	27154383	-	False	False	False	0.5829145728643216	0.8794191919191919	True	False	True	False	False	True	False	True
TGDS	TGDS	chr13	94596151	-	False	False	False	0.6331658291457286	1.1315585422589816	True	False	True	False	False	True	False	True
EZH1	EZH1	chr17	42745039	-	False	False	False	0.7688442211055276	0.9827160493827161	True	False	True	False	False	True	False	True
MCTP2	MCTP2	chr15	94231560	+	False	False	False	0.7738693467336684	0.8392375168690959	True	False	True	False	False	True	False	True
ELOC	ELOC	chr8	73972190	-	False	False	False	0.6884422110552764	0.8537108537108538	True	False	True	False	False	True	False	True
LSM4	LSM4	chr19	18323075	-	False	False	False	0.7185929648241206	1.0302668259657506	True	False	True	False	False	True	False	True
SGK1	SGK1	chr6	134318111	-	False	False	False	0.4371859296482412	0.5521642619311876	False	False	False	False	False	False	False	False
ENY2	ENY2	chr8	109334346	+	False	False	False	0.5979899497487438	0.7996555683122847	True	False	True	False	False	True	False	True
NOL7	NOL7	chr6	13615334	+	False	False	False	0.6984924623115578	0.992931392931393	True	False	True	False	False	True	False	True
PNPT1	PNPT1	chr2	55693843	-	False	False	False	0.6834170854271356	0.908675799086758	True	False	True	False	False	True	False	True
RAD51C	RAD51C	chr17	58692601	+	False	False	False	0.6683417085427136	1.0378684807256235	True	False	True	False	False	True	False	True
CD209	CD209	chr19	7747533	-	False	False	False	0.5527638190954773	0.06967787114845939	False	False	False	False	False	False	False	False
ZC3H14	ZC3H14	chr14	88563036	+	False	False	False	0.7638190954773869	1.1357232031389335	True	False	True	False	False	True	False	True
ARHGEF6	ARHGEF6	chrX	136780931	-	False	True	False	0.44221105527638194	0.5182291666666666	False	False	False	False	True	False	False	False
AP3B1	AP3B1	chr5	78294697	-	False	False	False	0.6582914572864321	0.7432306255835668	True	False	True	False	False	True	False	True
NDST2	NDST2	chr10	73811597	-	False	False	False	0.7889447236180904	0.9900497512437811	True	False	True	False	False	True	False	True
ARHGDIA	ARHGDIA	chr17	81871336	-	False	False	False	0.7587939698492462	1.0934065934065933	True	False	True	False	False	True	False	True
ZDHHC5	ZDHHC5	chr11	57668113	+	False	False	False	0.7839195979899497	1.16755823986195	True	False	True	False	False	True	False	True
SEMA7A	SEMA7A	chr15	74433957	-	False	True	False	0.7788944723618091	0.8643501503508185	True	False	True	False	True	True	False	True
RPTOR	RPTOR	chr17	80544837	+	False	False	False	0.592964824120603	0.5743145743145743	False	False	False	False	False	False	False	False
EAF1	EAF1	chr3	15427597	+	False	False	False	0.6482412060301508	0.737037037037037	True	False	True	False	False	True	False	True
ATP11A	ATP11A	chr13	112690037	+	False	False	False	0.8040201005025126	0.8842988808426596	True	False	True	False	False	True	False	True
TMBIM4	TMBIM4	chr12	66169995	-	False	False	False	0.6381909547738693	1.0912263210368893	True	False	True	False	False	True	False	True
SNRPG	SNRPG	chr2	70293739	-	False	False	False	0.5577889447236181	1.239672131147541	True	False	True	False	False	True	False	True
RINT1	RINT1	chr7	105532200	+	False	False	False	0.6532663316582915	0.6378205128205128	False	False	False	False	False	False	False	False
BAG6	BAG6	chr6	31652660	-	False	False	False	0.7085427135678392	1.0010060362173039	True	False	True	False	False	True	False	True
SOD2	SOD2	chr6	159693240	-	False	False	False	0.7386934673366834	0.8481208833785354	True	False	True	False	False	True	False	True
PLD3	PLD3	chr19	40348694	+	False	False	False	0.7035175879396985	0.8998708010335917	True	False	True	False	False	True	False	True
TCEAL1	TCEAL1	chrX	103628974	+	False	False	False	0.5477386934673367	0.7400270453008789	False	False	False	False	False	False	False	False
IFIT3	IFIT3	chr10	89327996	+	False	False	False	0.45226130653266333	0.2985	False	False	False	False	False	False	False	False
MTHFS	MTHFS	chr15	79897013	-	False	False	False	0.7587939698492462	0.8934985632183908	True	False	True	False	False	True	False	True
KDM4A	KDM4A	chr1	43650148	+	False	False	False	0.6231155778894473	0.659850787510362	True	False	True	False	False	True	False	True
B3GNT9	B3GNT9	chr16	67150997	-	False	False	False	0.7135678391959799	0.6321222950168751	False	False	False	False	False	False	False	False
AASDH	AASDH	chr4	56387490	-	False	False	False	0.6180904522613065	1.1637426900584795	True	False	True	False	False	True	False	True
HINT3	HINT3	chr6	125956769	+	False	False	False	0.6582914572864321	1.037932669511617	True	False	True	False	False	True	False	True
PDLIM2	PDLIM2	chr8	22580474	+	False	False	False	0.6231155778894473	0.15534738485558158	False	False	False	False	False	False	False	False
GOLGA8B	GOLGA8B	chr15	34583650	-	False	False	False	0.7035175879396985	1.1001228501228502	True	False	True	False	False	True	False	True
CARM1	CARM1	chr19	10871552	+	False	False	False	0.9045226130653267	1.247160203681943	True	False	True	False	False	True	False	True
GPR137	GPR137	chr11	64285847	+	False	False	False	0.7688442211055276	0.8886980419099966	True	False	True	False	False	True	False	True
KRBA1	KRBA1	chr7	149714950	+	False	False	False	0.8241206030150754	0.8883928571428571	True	False	True	False	False	True	False	True
CLDND2	CLDND2	chr19	51369002	-	False	False	False	0.6180904522613065	0.10904109589041096	False	False	False	False	False	False	False	False
PRR13	PRR13	chr12	53441733	+	False	False	False	0.5276381909547738	0.7731157731157731	False	False	False	False	False	False	False	False
MTRF1L	MTRF1L	chr6	153002708	-	False	False	False	0.6984924623115578	0.8662935323383084	True	False	True	False	False	True	False	True
LAGE3	LAGE3	chrX	154479280	-	False	False	False	0.6984924623115578	0.6649958228905597	True	False	True	False	False	True	False	True
DDX17	DDX17	chr22	38506310	-	False	False	False	0.6331658291457286	1.2045397225725094	True	False	True	False	False	True	False	True
GINS3	GINS3	chr16	58392470	+	False	False	False	0.5879396984924623	0.8844444444444445	True	False	True	False	False	True	False	True
CENPH	CENPH	chr5	69189582	+	False	False	False	0.6331658291457286	0.8601576404780066	True	False	True	False	False	True	False	True
PIGM	PIGM	chr1	160031989	-	False	False	False	0.6331658291457286	0.9045454545454545	True	False	True	False	False	True	False	True
TCF25	TCF25	chr16	89873591	+	False	False	False	0.7386934673366834	1.1498459167950694	True	False	True	False	False	True	False	True
CDC42SE2	CDC42SE2	chr5	131264052	+	False	False	False	0.8140703517587939	0.9548057576226591	True	False	True	False	False	True	False	True
EXD2	EXD2	chr14	69191497	+	False	False	False	0.6331658291457286	0.8532156368221941	True	False	True	False	False	True	False	True
DPY30	DPY30	chr2	32039804	-	False	False	False	0.6532663316582915	0.9476190476190476	True	False	True	False	False	True	False	True
EIF4G2	EIF4G2	chr11	10808925	-	False	False	False	0.6432160804020101	0.7930261519302615	True	False	True	False	False	True	False	True
ATRIP	ATRIP	chr3	48446736	+	False	False	False	0.7336683417085427	1.0205128205128204	True	False	True	False	False	True	False	True
RIPK2	RIPK2	chr8	89757815	+	False	False	False	0.6834170854271356	1.0364583333333333	True	False	True	False	False	True	False	True
TMEM41B	TMEM41B	chr11	9314592	-	False	False	False	0.6834170854271356	1.0941907721730815	True	False	True	False	False	True	False	True
FASN	FASN	chr17	82098235	-	False	False	False	0.7537688442211056	1.005050505050505	True	False	True	False	False	True	False	True
APLP2	APLP2	chr11	130069893	+	False	False	False	0.6482412060301508	1.0945521215295966	True	False	True	False	False	True	False	True
TMEM218	TMEM218	chr11	125111625	-	False	False	False	0.5276381909547738	0.7118441971383148	False	False	False	False	False	False	False	False
ERGIC1	ERGIC1	chr5	172834250	+	False	False	False	0.7889447236180904	0.9460101867572156	True	False	True	False	False	True	False	True
SRBD1	SRBD1	chr2	45611266	-	False	False	False	0.6432160804020101	1.165520753756048	True	False	True	False	False	True	False	True
NCKIPSD	NCKIPSD	chr3	48685914	-	False	False	False	0.7788944723618091	1.0606262491672218	True	False	True	False	False	True	False	True
SRSF9	SRSF9	chr12	120469747	-	False	False	False	0.7286432160804021	1.1004958047292144	True	False	True	False	False	True	False	True
CTCF	CTCF	chr16	67562525	+	False	False	False	0.7135678391959799	1.029088558500323	True	False	True	False	False	True	False	True
TTI2	TTI2	chr8	33513134	-	False	False	False	0.5326633165829145	1.0364583333333333	False	False	False	False	False	False	False	False
CYTH4	CYTH4	chr22	37282507	+	False	False	False	0.6432160804020101	0.5345543345543345	False	False	False	False	False	False	False	False
TMEM43	TMEM43	chr3	14125051	+	False	False	False	0.6180904522613065	0.8418826017979905	True	False	True	False	False	True	False	True
OXNAD1	OXNAD1	chr3	16265211	+	False	False	False	0.6130653266331658	1.016124697661919	True	False	True	False	False	True	False	True
MRPL1	MRPL1	chr4	77862829	+	False	False	False	0.507537688442211	0.9408983451536643	False	False	False	False	False	False	False	False
THOC5	THOC5	chr22	29553756	-	False	True	False	0.6432160804020101	0.7867556214479862	True	False	True	False	True	True	False	True
NAPA	NAPA	chr19	47515062	-	False	False	False	0.7236180904522613	1.2184475607347423	True	False	True	False	False	True	False	True
BAZ2A	BAZ2A	chr12	56630325	-	False	True	False	0.7386934673366834	0.737037037037037	True	False	True	False	True	True	False	True
PTGES2	PTGES2	chr9	128127728	-	False	False	False	0.7788944723618091	0.994005994005994	True	False	True	False	False	True	False	True
ZSCAN12	ZSCAN12	chr6	28399746	-	False	True	False	0.6532663316582915	0.8008996212121212	True	False	True	False	True	True	False	True
BTBD10	BTBD10	chr11	13463221	-	False	False	False	0.6683417085427136	0.7200361827227499	True	False	True	False	False	True	False	True
TGFBR2	TGFBR2	chr3	30606600	+	False	False	False	0.6934673366834171	0.8375420875420876	True	False	True	False	False	True	False	True
WDR1	WDR1	chr4	10116798	-	False	True	False	0.7788944723618091	1.034372904091214	True	False	True	False	True	True	False	True
LACC1	LACC1	chr13	43879903	+	False	False	False	0.6884422110552764	1.164559925093633	True	False	True	False	False	True	False	True
EEF1A1	EEF1A1	chr6	73521031	-	True	False	False	0.5728643216080402	1.0678661616161615	True	False	False	True	False	True	False	False
TICAM1	TICAM1	chr19	4831711	-	False	False	False	0.7587939698492462	0.8109496810772502	True	False	True	False	False	True	False	True
ADNP	ADNP	chr20	50931436	-	False	False	False	0.6080402010050251	0.5984144341170038	False	False	False	False	False	False	False	False
ZNF668	ZNF668	chr16	31074239	-	False	False	False	0.542713567839196	1.0268317853457172	False	False	False	False	False	False	False	False
SUGP1	SUGP1	chr19	19320508	-	False	False	False	0.6080402010050251	0.656043956043956	True	False	True	False	False	True	False	True
CHURC1	CHURC1	chr14	64914454	+	False	False	False	0.6080402010050251	1.1705882352941177	True	False	True	False	False	True	False	True
SPNS1	SPNS1	chr16	28974777	+	False	False	False	0.6984924623115578	0.7860706860706861	True	False	True	False	False	True	False	True
NFXL1	NFXL1	chr4	47914582	-	False	False	False	0.6432160804020101	0.8963963963963963	True	False	True	False	False	True	False	True
IKZF3	IKZF3	chr17	39864311	-	False	False	False	0.7135678391959799	1.0763221153846154	True	False	True	False	False	True	False	True
GTF3C6	GTF3C6	chr6	110958705	+	False	False	False	0.6834170854271356	1.1549107142857142	True	False	True	False	False	True	False	True
ZNF570	ZNF570	chr19	37469355	+	False	False	False	0.6633165829145728	0.8711981566820276	True	False	True	False	False	True	False	True
MRRF	MRRF	chr9	122264881	+	False	False	False	0.6733668341708543	1.153623188405797	True	False	True	False	False	True	False	True
PRPF31	PRPF31	chr19	54115753	+	False	False	False	0.5778894472361809	1.020164046479836	True	False	True	False	False	True	False	True
IFT122	IFT122	chr3	129440223	+	False	False	False	0.6080402010050251	0.9428651059085842	True	False	True	False	False	True	False	True
SRD5A3	SRD5A3	chr4	55346241	+	False	False	False	0.7839195979899497	1.1150296638101516	True	False	True	False	False	True	False	True
KRR1	KRR1	chr12	75511608	-	False	False	False	0.5326633165829145	1.0764514965741074	False	False	False	False	False	False	False	False
VPS50	VPS50	chr7	93232365	+	False	False	False	0.5678391959798995	0.43640350877192985	False	False	False	False	False	False	False	False
ATG14	ATG14	chr14	55411829	-	False	False	False	0.7035175879396985	0.5368333679186553	False	False	False	False	False	False	False	False
SLC10A7	SLC10A7	chr4	146521939	-	False	False	False	0.5728643216080402	0.8598765432098765	True	False	True	False	False	True	False	True
STX16	STX16	chr20	58651282	+	False	False	False	0.6984924623115578	0.5813483146067415	False	False	False	False	False	False	False	False
ZKSCAN8	ZKSCAN8	chr6	28141882	+	False	False	False	0.5778894472361809	0.7223230490018149	True	False	True	False	False	True	False	True
IQCK	IQCK	chr16	19718270	+	False	False	False	0.678391959798995	1.0854545454545454	True	False	True	False	False	True	False	True
MAP3K21	MAP3K21	chr1	233327723	+	False	False	False	0.8090452261306532	0.8343815513626834	True	False	True	False	False	True	False	True
ARHGAP33	ARHGAP33	chr19	35775563	+	False	False	False	0.7989949748743719	1.1041534559289792	True	False	True	False	False	True	False	True
DCTN1	DCTN1	chr2	74380310	-	False	False	False	0.592964824120603	0.22873563218390805	False	False	False	False	False	False	False	False
AKAP9	AKAP9	chr7	91940861	+	False	False	False	0.7236180904522613	1.005050505050505	True	False	True	False	False	True	False	True
SPRING1	SPRING1	chr12	116738068	-	False	False	False	0.7185929648241206	0.8831360946745562	True	False	True	False	False	True	False	True
MKRN1	MKRN1	chr7	140479504	-	False	False	False	0.7236180904522613	0.9663947163947164	True	False	True	False	False	True	False	True
SAFB	SAFB	chr19	5623082	+	False	False	False	0.6231155778894473	1.1415906127770534	True	False	True	False	False	True	False	True
UNG	UNG	chr12	109097596	+	False	False	False	0.7185929648241206	0.7760673234811166	True	False	True	False	False	True	False	True
FBXL18	FBXL18	chr7	5513808	-	False	False	False	0.7135678391959799	0.9542457542457542	True	False	True	False	False	True	False	True
SPC24	SPC24	chr19	11155781	-	False	False	False	0.628140703517588	0.8787012987012986	True	False	True	False	False	True	False	True
CLU	CLU	chr8	27614699	-	True	False	False	0.6482412060301508	0.8155737704918032	True	False	False	True	False	True	False	False
CSNK1G1	CSNK1G1	chr15	64356172	-	False	False	False	0.6582914572864321	0.8093301435406699	True	False	True	False	False	True	False	True
G6PC3	G6PC3	chr17	44070734	+	False	False	False	0.6733668341708543	0.5988425925925925	False	False	False	False	False	False	False	False
ICA1	ICA1	chr7	8262166	-	False	False	False	0.7587939698492462	0.908675799086758	True	False	True	False	False	True	False	True
ABHD14A	ABHD14A	chr3	51975063	+	False	False	False	0.7638190954773869	0.8361344537815126	True	False	True	False	False	True	False	True
RABGGTB	RABGGTB	chr1	75786255	+	False	False	False	0.5778894472361809	0.5538033395176253	False	False	False	False	False	False	False	False
EEF1D	EEF1D	chr8	143597414	-	False	False	False	0.7286432160804021	0.9567307692307693	True	False	True	False	False	True	False	True
MRFAP1L1	MRFAP1L1	chr4	6709864	-	False	False	False	0.542713567839196	1.24375	False	False	False	False	False	False	False	False
ARL14EP	ARL14EP	chr11	30323103	+	False	False	False	0.6683417085427136	0.9041344843253066	True	False	True	False	False	True	False	True
CUTC	CUTC	chr10	99732233	+	False	False	False	0.7035175879396985	1.1608333333333334	True	False	True	False	False	True	False	True
RPL34	RPL34	chr4	108620575	+	False	False	False	0.5025125628140703	0.804040404040404	False	False	False	False	False	False	False	False
NCL	NCL	chr2	231464483	-	False	True	False	0.6633165829145728	1.1421028466483012	True	False	True	False	True	True	False	True
FANCD2	FANCD2	chr3	10026436	+	False	False	False	0.6582914572864321	1.1164095371669005	True	False	True	False	False	True	False	True
STK11IP	STK11IP	chr2	219597856	+	False	False	False	0.5728643216080402	1.1079492731209404	True	False	True	False	False	True	False	True
NEK1	NEK1	chr4	169612582	-	False	False	False	0.6532663316582915	0.995	True	False	True	False	False	True	False	True
AREG	AREG	chr4	74445135	+	False	False	False	0.7587939698492462	0.8543828264758497	True	False	True	False	False	True	False	True
KYAT1	KYAT1	chr9	128881949	-	False	False	False	0.6733668341708543	0.8067567567567567	True	False	True	False	False	True	False	True
TMEM138	TMEM138	chr11	61362373	+	False	False	False	0.5728643216080402	1.0179028132992327	True	False	True	False	False	True	False	True
PCSK7	PCSK7	chr11	117232072	-	False	False	False	0.7487437185929648	0.8294808639636226	True	False	True	False	False	True	False	True
ZNF490	ZNF490	chr19	12610812	-	False	False	False	0.5778894472361809	0.9029038112522686	True	False	True	False	False	True	False	True
STOML2	STOML2	chr9	35103130	-	False	False	False	0.678391959798995	1.0103965183752417	True	False	True	False	False	True	False	True
SCARB1	SCARB1	chr12	124863863	-	False	False	False	0.7437185929648241	0.8852641334569046	True	False	True	False	False	True	False	True
NUDT15	NUDT15	chr13	48037725	+	False	False	False	0.7236180904522613	1.1551857585139318	True	False	True	False	False	True	False	True
ZNF565	ZNF565	chr19	36214664	-	False	False	False	0.6432160804020101	0.9377480158730159	True	False	True	False	False	True	False	True
ZCCHC9	ZCCHC9	chr5	81301586	+	False	False	False	0.6231155778894473	1.0942655145326001	True	False	True	False	False	True	False	True
GMPR2	GMPR2	chr14	24232928	+	False	False	False	0.5477386934673367	0.4870629370629371	False	False	False	False	False	False	False	False
SYK	SYK	chr9	90801818	+	False	False	False	0.7587939698492462	0.9193319118692252	True	False	True	False	False	True	False	True
PSMC6	PSMC6	chr14	52707199	+	False	False	False	0.6432160804020101	0.7403273809523809	True	False	True	False	False	True	False	True
MT3	MT3	chr16	56589527	+	True	False	False	0.6884422110552764	0.7683397683397684	True	False	False	True	False	True	False	False
SLC2A8	SLC2A8	chr9	127397168	+	False	False	False	0.7185929648241206	0.9081349206349206	True	False	True	False	False	True	False	True
TPST1	TPST1	chr7	66205333	+	False	False	False	0.7085427135678392	0.9719169719169719	True	False	True	False	False	True	False	True
CCR7	CCR7	chr17	40565471	-	False	False	False	0.6130653266331658	0.29290550485722694	False	False	False	False	False	False	False	False
C17orf49	C17ORF49	chr17	7014781	+	False	False	False	0.7336683417085427	1.0655957161981258	True	False	True	False	False	True	False	True
PARP15	PARP15	chr3	122577649	+	False	False	False	0.6030150753768844	0.6095795043163464	False	False	False	False	False	False	False	False
PNPLA4	PNPLA4	chrX	7927412	-	False	False	False	0.6633165829145728	1.1088925005804504	True	False	True	False	False	True	False	True
EIF4EBP3	EIF4EBP3	chr5	140547661	+	False	False	False	0.6381909547738693	0.8883928571428571	True	False	True	False	False	True	False	True
RAD9B	RAD9B	chr12	110502330	+	False	False	False	0.5829145728643216	0.9342723004694836	True	False	True	False	False	True	False	True
GANAB	GANAB	chr11	62646612	-	False	False	False	0.6884422110552764	1.0435476516187872	True	False	True	False	False	True	False	True
JRKL	JRKL	chr11	96390012	+	False	False	False	0.7085427135678392	0.6241039426523297	False	False	False	False	False	False	False	False
ACBD6	ACBD6	chr1	180502576	-	False	False	False	0.7487437185929648	0.9012681159420289	True	False	True	False	False	True	False	True
FOXN2	FOXN2	chr2	48314681	+	False	False	False	0.6834170854271356	0.6479069767441861	False	False	False	False	False	False	False	False
PELO	PELO	chr5	52787915	+	False	False	False	0.6080402010050251	0.492032967032967	False	False	False	False	False	False	False	False
SIRT2	SIRT2	chr19	38899617	-	False	False	False	0.6130653266331658	0.8671023965141612	True	False	True	False	False	True	False	True
SMIM20	SMIM20	chr4	25914219	+	False	False	False	0.7035175879396985	0.7991967871485943	True	False	True	False	False	True	False	True
DHRS1	DHRS1	chr14	24299779	-	False	True	False	0.6130653266331658	0.8901313950237629	True	False	True	False	True	True	False	True
CDCA8	CDCA8	chr1	37692515	+	False	False	False	0.5979899497487438	0.7459630911188004	True	False	True	False	False	True	False	True
DDIAS	DDIAS	chr11	82901735	+	False	False	False	0.6080402010050251	0.9243169398907104	True	False	True	False	False	True	False	True
RRP8	RRP8	chr11	6603615	-	False	False	False	0.6834170854271356	0.9164473684210527	True	False	True	False	False	True	False	True
SLC35C1	SLC35C1	chr11	45805148	+	False	False	False	0.7336683417085427	0.7559354226020892	True	False	True	False	False	True	False	True
PTPN23	PTPN23	chr3	47381020	+	False	False	False	0.6934673366834171	0.7159788359788359	True	False	True	False	False	True	False	True
ORMDL3	ORMDL3	chr17	39927600	-	False	False	False	0.7386934673366834	1.0114834337349397	True	False	True	False	False	True	False	True
BCCIP	BCCIP	chr10	125823545	+	False	False	False	0.6482412060301508	0.8698397280233123	True	False	True	False	False	True	False	True
GADD45GIP1	GADD45GIP1	chr19	12957222	-	False	False	False	0.7537688442211056	0.7450525940452843	True	False	True	False	False	True	False	True
RTL8C	RTL8C	chrX	135032354	+	False	False	False	0.6934673366834171	0.9631734006734006	True	False	True	False	False	True	False	True
CHST11	CHST11	chr12	104456947	+	False	False	False	0.6834170854271356	0.8614718614718615	True	False	True	False	False	True	False	True
RCBTB2	RCBTB2	chr13	48533079	-	False	False	False	0.7236180904522613	0.9433142405688327	True	False	True	False	False	True	False	True
CCT7	CCT7	chr2	73234307	+	False	False	False	0.592964824120603	1.0005915409642119	True	False	True	False	False	True	False	True
RNF227	RNF227	chr17	7916288	-	False	False	False	0.6834170854271356	1.0337662337662337	True	False	True	False	False	True	False	True
MED1	MED1	chr17	39451262	-	False	False	False	0.5728643216080402	1.041243459526008	True	False	True	False	False	True	False	True
CHORDC1	CHORDC1	chr11	90223048	-	False	False	False	0.6130653266331658	1.1778315846112457	True	False	True	False	False	True	False	True
CEP55	CEP55	chr10	93496611	+	False	False	False	0.7286432160804021	1.1068277713847334	True	False	True	False	False	True	False	True
SF3B2	SF3B2	chr11	66052363	+	False	False	False	0.6834170854271356	0.8637152777777778	True	False	True	False	False	True	False	True
ABCD2	ABCD2	chr12	39619802	-	False	False	False	0.542713567839196	0.41458333333333336	False	False	False	False	False	False	False	False
NVL	NVL	chr1	224330171	-	False	False	False	0.6432160804020101	0.93128078817734	True	False	True	False	False	True	False	True
MAP1A	MAP1A	chr15	43517607	+	False	False	False	0.6834170854271356	0.5109114249037228	False	False	False	False	False	False	False	False
XRRA1	XRRA1	chr11	74949090	-	False	False	False	0.678391959798995	1.0854545454545454	True	False	True	False	False	True	False	True
PIN4	PIN4	chrX	72181756	+	False	False	False	0.5326633165829145	0.8213883677298311	False	False	False	False	False	False	False	False
FBXO15	FBXO15	chr18	74147833	-	False	False	False	0.6532663316582915	1.0521509252583514	True	False	True	False	False	True	False	True
RAB13	RAB13	chr1	153986338	-	False	False	False	0.7135678391959799	0.5157496012759171	False	False	False	False	False	False	False	False
ZNF593	ZNF593	chr1	26169907	+	False	False	False	0.7336683417085427	0.8603383458646616	True	False	True	False	False	True	False	True
TTC27	TTC27	chr2	32628049	+	False	False	False	0.6532663316582915	0.7107142857142857	True	False	True	False	False	True	False	True
DHX35	DHX35	chr20	38962343	+	False	False	False	0.7135678391959799	0.8796463733172594	True	False	True	False	False	True	False	True
FN3KRP	FN3KRP	chr17	82716705	+	False	False	False	0.7437185929648241	0.9254092261904762	True	False	True	False	False	True	False	True
TMEM222	TMEM222	chr1	27322162	+	False	False	False	0.7437185929648241	0.8824833702882483	True	False	True	False	False	True	False	True
HSD17B10	HSD17B10	chrX	53434369	-	False	False	False	0.678391959798995	1.0613333333333332	True	False	True	False	False	True	False	True
PHACTR4	PHACTR4	chr1	28369739	+	False	False	False	0.6834170854271356	0.6468039003250271	False	False	False	False	False	False	False	False
PPM1A	PPM1A	chr14	60249220	+	False	False	False	0.8140703517587939	1.2634920634920634	True	False	True	False	False	True	False	True
RAB5IF	RAB5IF	chr20	36605778	+	False	False	False	0.7286432160804021	1.098401218119528	True	False	True	False	False	True	False	True
RABGAP1L	RABGAP1L	chr1	174159519	+	False	False	False	0.7487437185929648	0.8728070175438597	True	False	True	False	False	True	False	True
NOP10	NOP10	chr15	34343135	-	False	False	False	0.5175879396984925	0.9965331278890601	False	False	False	False	False	False	False	False
LMAN2L	LMAN2L	chr2	96740063	-	False	False	False	0.6331658291457286	0.8677325581395349	True	False	True	False	False	True	False	True
RCAN1	RCAN1	chr21	34615112	-	False	False	False	0.8040201005025126	1.1816722837425775	True	False	True	False	False	True	False	True
SERPINH1	SERPINH1	chr11	75562252	+	False	False	False	0.6633165829145728	0.9921652421652422	True	False	True	False	False	True	False	True
MOB3B	MOB3B	chr9	27529813	-	False	False	False	0.7336683417085427	1.008445945945946	True	False	True	False	False	True	False	True
TRAP1	TRAP1	chr16	3717523	-	False	False	False	0.7989949748743719	1.1371428571428572	True	False	True	False	False	True	False	True
MCOLN1	MCOLN1	chr19	7522623	+	False	False	False	0.7135678391959799	1.0268317853457172	True	False	True	False	False	True	False	True
SINHCAF	SINHCAF	chr12	31326149	-	False	False	False	0.5678391959798995	0.8339780786589297	True	False	True	False	False	True	False	True
TRPM4	TRPM4	chr19	49157791	+	False	False	False	0.7236180904522613	0.6546052631578947	True	False	True	False	False	True	False	True
H2AJ	H2AJ	chr12	14774404	+	False	False	False	0.6080402010050251	1.1055555555555556	True	False	True	False	False	True	False	True
MDC1	MDC1	chr6	30717280	-	False	False	False	0.628140703517588	0.8674358974358974	True	False	True	False	False	True	False	True
TM9SF4	TM9SF4	chr20	32109713	+	False	False	False	0.6180904522613065	0.8432203389830508	True	False	True	False	False	True	False	True
JOSD1	JOSD1	chr22	38700942	-	False	False	False	0.8140703517587939	1.005050505050505	True	False	True	False	False	True	False	True
USP22	USP22	chr17	21043010	-	False	False	False	0.7788944723618091	1.0463025780189958	True	False	True	False	False	True	False	True
PSAT1	PSAT1	chr9	78297124	+	False	False	False	0.7085427135678392	0.9648484848484848	True	False	True	False	False	True	False	True
FTO	FTO	chr16	53704155	+	False	False	False	0.6180904522613065	0.8913773796192609	True	False	True	False	False	True	False	True
KIFAP3	KIFAP3	chr1	170074694	-	False	False	False	0.6582914572864321	0.7474178403755869	True	False	True	False	False	True	False	True
LYSET	LYSET	chr14	93185316	+	False	False	False	0.6432160804020101	0.9239980449657869	True	False	True	False	False	True	False	True
HELQ	HELQ	chr4	83455822	-	False	False	True	0.5778894472361809	0.7227602905569007	True	False	True	False	False	True	False	True
CREB3L2	CREB3L2	chr7	138002085	-	False	False	False	0.592964824120603	0.5042762115932847	False	False	False	False	False	False	False	False
